Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,zscore
1212,50,RL,152.0,12134,Pave,None,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988-01-01,2005-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,Wood,4,3,Av,GLQ,427,Unf,0,132,559,GasA,4,Y,SBrkr,1080,672,0,1752,0,0,2,0,4,1,3,8,Typ,0,0,Basment,1988-01-01,RFn,2,492,3,3,Y,325,12,0,0,0,0,0,None,None,0,,2010-01-01,WD,Normal,164000,0.45028769113571926
1213,30,RL,50.0,9340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941-01-01,1950-01-01,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,No,Rec,344,Unf,0,328,672,GasA,3,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,3,4,Typ,0,0,Attchd,1941-01-01,Unf,1,234,3,3,N,0,113,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,113000,-1.6056787867798672
1214,80,RL,69.0,10246,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965-01-01,2001-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,3,4,Av,GLQ,648,Unf,0,0,648,GasA,5,Y,SBrkr,960,0,0,960,1,1,0,0,0,1,3,3,Typ,0,0,Attchd,1965-01-01,Unf,1,364,3,3,Y,88,0,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,145000,-1.0574210593357107
1215,85,RL,69.0,10205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962-01-01,1962-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,Av,BLQ,784,Unf,0,141,925,GasA,3,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1962-01-01,Unf,1,300,3,3,Y,150,72,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,134500,-0.9831778254109813
1216,20,RL,99.0,7094,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966-01-01,1966-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,No,Rec,180,LwQ,374,340,894,GasA,3,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1966-01-01,RFn,1,384,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,,2007-01-01,WD,Normal,125000,-1.18306345520833
1217,90,RM,68.0,8930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978-01-01,1978-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,Slab,0,0,None,None,0,None,0,0,0,GasA,3,Y,SBrkr,1318,584,0,1902,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,1978-01-01,Unf,2,539,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2010-01-01,WD,Normal,112000,0.7358385908462174
1218,20,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009-01-01,2009-01-01,Gable,CompShg,CemntBd,CmentBd,Stone,72,4,3,PConc,4,3,Mn,GLQ,936,Unf,0,364,1300,GasA,5,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,2009-01-01,RFn,2,552,3,3,Y,135,112,0,0,0,0,0,None,None,0,,2009-01-01,New,Partial,229456,-0.3835209360189352
1219,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947-01-01,1950-01-01,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,Slab,0,0,None,None,0,None,0,0,0,GasA,4,N,SBrkr,672,240,0,912,0,0,1,0,2,1,3,3,Typ,0,0,None,,None,0,0,0,0,N,0,0,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,80500,-1.1487973472430701
1220,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971-01-01,1971-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,236,3,3,CBlock,3,3,No,Unf,0,Unf,0,672,672,GasA,3,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,3,7,Typ,0,0,None,,None,0,0,0,0,N,201,0,0,0,0,0,0,None,None,0,,2006-01-01,WD,Abnorml,91500,-0.566273511833654
1221,20,RL,66.0,7800,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964-01-01,1964-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,No,Rec,312,LwQ,600,0,912,GasA,3,Y,SBrkr,912,0,0,912,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,1964-01-01,Unf,1,288,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2006-01-01,WD,Abnorml,115000,-1.1487973472430701
1222,20,RL,55.0,8250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968-01-01,1968-01-01,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,No,BLQ,250,LwQ,492,210,952,GasA,5,Y,SBrkr,1211,0,0,1211,0,0,1,0,3,1,3,5,Typ,1,3,Attchd,1968-01-01,Unf,1,322,3,3,Y,0,63,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,134000,-0.5795992204868106
1223,50,RL,78.0,10496,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320,3,3,CBlock,3,3,Mn,Rec,196,Unf,0,844,1040,GasA,5,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,1949-01-01,Unf,1,315,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,,2007-01-01,WD,Normal,143000,0.6292329216209648
1224,20,RL,89.0,10680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951-01-01,1951-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44,3,3,CBlock,3,2,No,LwQ,756,Unf,0,1380,2136,GasA,3,N,FuseA,2136,0,0,2136,0,0,2,0,4,1,3,7,Mod,0,0,Detchd,1951-01-01,Unf,2,528,3,3,Y,0,30,0,0,0,0,0,MnPrv,None,0,,2006-01-01,WD,Normal,137900,1.1812979943945945
1225,60,RL,60.0,15384,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004-01-01,2005-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,Av,GLQ,724,Unf,0,64,788,GasA,5,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,4,8,Typ,1,4,Attchd,2004-01-01,Fin,2,388,3,3,Y,100,75,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,184000,-0.04847454702528411
1226,80,RL,65.0,10482,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958-01-01,1958-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,63,3,4,CBlock,3,3,Av,GLQ,507,Unf,0,81,588,GasA,5,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,3,6,Typ,0,0,Attchd,1958-01-01,RFn,1,264,3,3,Y,224,0,0,0,0,0,0,MnWw,None,0,,2007-01-01,WD,Normal,145000,-0.7185673250125864
1227,60,RL,86.0,14598,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,74,4,3,PConc,4,3,Mn,Unf,0,Unf,0,894,894,GasA,5,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2007-01-01,Fin,3,668,3,3,Y,100,18,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,214000,0.7948524434530536
1228,20,RL,72.0,8872,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965-01-01,2008-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,3,3,CBlock,3,3,No,ALQ,595,Unf,0,317,912,GasA,5,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,4,5,Typ,0,0,Detchd,1992-01-01,Unf,2,576,3,3,Y,0,240,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,147000,-1.1487973472430701
1229,120,RL,65.0,8769,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008-01-01,2008-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,766,5,3,PConc,5,3,No,GLQ,1540,Unf,0,162,1702,GasA,5,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,5,7,Typ,1,4,Attchd,2008-01-01,Fin,3,1052,3,3,Y,0,72,0,0,224,0,0,None,None,0,,2008-01-01,New,Partial,367294,0.35510405789888655
1230,80,RL,70.0,7910,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960-01-01,1960-01-01,Hip,CompShg,BrkFace,HdBoard,None,0,3,3,CBlock,3,3,No,ALQ,666,Unf,0,409,1075,GasA,4,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,3,7,Maj1,0,0,Basment,1960-01-01,Unf,1,404,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,,2008-01-01,WD,Normal,127000,-0.016112111724760986
1231,90,RL,69.0,18890,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977-01-01,1977-01-01,Shed,CompShg,Plywood,Plywood,None,1,3,3,CBlock,4,3,No,GLQ,498,Rec,211,652,1361,GasA,5,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,3,12,Typ,1,3,BuiltIn,1977-01-01,RFn,2,600,3,3,N,155,24,145,0,0,0,0,None,Gar2,8300,,2007-01-01,WD,Normal,190000,2.102675564127135
1232,90,RL,70.0,7728,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962-01-01,1962-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120,3,3,CBlock,3,3,Av,ALQ,803,Unf,0,303,1106,GasA,3,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1962-01-01,Unf,2,540,3,3,Y,0,18,0,0,0,0,0,GdWo,None,0,,2006-01-01,WD,Normal,132500,-0.6195763464462803
1233,90,RL,70.0,9842,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962-01-01,1962-01-01,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,Slab,0,0,None,None,0,None,0,0,0,GasA,3,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,3,6,Typ,0,0,CarPort,1962-01-01,Unf,2,462,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,101800,-0.5548514758452341
1234,20,RL,69.0,12160,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959-01-01,1959-01-01,Hip,CompShg,Plywood,Plywood,BrkFace,180,3,3,CBlock,3,3,No,Rec,1000,Unf,0,188,1188,GasA,2,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1959-01-01,RFn,2,531,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,,2010-01-01,COD,Abnorml,142000,-0.6233836917757536
1235,70,RH,55.0,8525,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,3,3,Av,Unf,0,Unf,0,940,940,GasA,3,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,3,7,Typ,0,0,None,,None,0,0,0,0,N,0,192,0,0,0,0,0,None,None,0,,2008-01-01,WD,Abnorml,130000,0.85386629605989
1236,70,RL,96.0,13132,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,4,3,Mn,Unf,0,Unf,0,747,747,GasA,4,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,3,9,Typ,0,0,Detchd,1914-01-01,Unf,1,180,2,2,N,203,40,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,138887,0.5112052164072922
1237,160,RL,36.0,2628,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003-01-01,2003-01-01,Gable,CompShg,VinylSd,Wd Shng,Stone,106,4,3,PConc,4,3,No,Unf,0,Unf,0,764,764,GasA,5,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,4,6,Typ,0,0,BuiltIn,2003-01-01,RFn,2,474,3,3,Y,0,27,0,0,0,0,0,None,None,0,,2010-01-01,WD,Normal,175500,0.21042493537890086
1238,60,RL,41.0,12393,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004-01-01,2005-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,Unf,0,Unf,0,847,847,GasA,5,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,4,8,Typ,1,4,BuiltIn,2004-01-01,Fin,2,434,3,3,Y,100,48,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,195000,0.8234075334241034
1239,20,RL,63.0,13072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005-01-01,2005-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,Unf,0,Unf,0,1141,1141,GasA,5,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,2005-01-01,Unf,2,484,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2006-01-01,WD,Abnorml,142500,-0.7128563070183763
1240,20,RL,64.0,9037,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006-01-01,2006-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,32,4,3,PConc,4,3,Av,GLQ,428,Unf,0,1048,1476,GasA,5,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,5,6,Typ,1,4,Attchd,2006-01-01,RFn,2,472,3,3,Y,120,33,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,265900,-0.05989658301370403
1241,60,RL,65.0,8158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003-01-01,2003-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,252,4,3,PConc,4,3,No,GLQ,550,Unf,0,334,884,GasA,5,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,4,8,Typ,0,0,Attchd,2003-01-01,RFn,2,543,3,3,Y,0,63,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,224900,0.4807464537715057
1242,20,RL,83.0,9849,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007-01-01,2007-01-01,Hip,CompShg,VinylSd,VinylSd,Stone,0,4,3,PConc,4,3,Av,Unf,0,Unf,0,1689,1689,GasA,5,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2007-01-01,RFn,3,954,3,3,Y,0,56,0,0,0,0,0,None,None,0,,2007-01-01,New,Partial,248328,0.3303563132573101
1243,85,RL,85.0,10625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974-01-01,1974-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,81,3,3,CBlock,4,3,Gd,GLQ,885,LwQ,168,0,1053,GasA,3,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,4,6,Typ,2,3,Attchd,1974-01-01,RFn,2,528,3,3,Y,0,120,0,0,0,0,0,MnPrv,None,0,,2010-01-01,WD,Family,170000,-0.6519387817468034
1244,20,RL,107.0,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,5,3,PConc,5,4,Gd,GLQ,1386,Unf,0,690,2076,GasA,5,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,5,7,Typ,1,4,Attchd,2006-01-01,Fin,3,850,3,3,Y,216,229,0,0,0,0,0,None,None,0,,2006-01-01,New,Partial,465000,1.0670776345103952
1245,70,RL,69.0,11435,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929-01-01,1950-01-01,Gable,CompShg,BrkFace,Stucco,None,0,3,3,PConc,4,3,No,Unf,0,Unf,0,792,792,GasA,2,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,4,7,Typ,2,4,Detchd,1931-01-01,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,230000,0.002924614922605555
1246,80,RL,78.0,12090,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984-01-01,2003-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,74,3,3,CBlock,4,3,No,Unf,0,Unf,0,585,585,GasA,5,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,3,7,Typ,1,3,BuiltIn,1984-01-01,Fin,2,477,3,3,Y,268,112,0,0,147,0,0,None,None,0,,2007-01-01,WD,Abnorml,178000,0.6711137202451711
1247,60,FV,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,Unf,0,Unf,0,756,756,GasA,5,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,2005-01-01,RFn,2,615,3,3,Y,0,45,0,0,0,0,0,None,None,0,,2006-01-01,New,Partial,186500,0.0714568308531251
1248,80,RL,69.0,12328,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976-01-01,1976-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,335,3,3,CBlock,3,3,Av,GLQ,539,Unf,0,473,1012,GasA,3,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1976-01-01,Unf,3,888,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2010-01-01,WD,Normal,169900,-0.9165492821451984
1249,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917-01-01,1950-01-01,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,BrkTil,4,3,No,Rec,319,Unf,0,416,735,OthW,2,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,3,8,Typ,1,4,Detchd,1950-01-01,Unf,2,396,2,2,P,0,0,259,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,129500,1.0328115265451354
1250,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,No,BLQ,534,Rec,96,246,876,GasA,3,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1950-01-01,Unf,1,276,3,3,Y,0,80,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,119000,-1.0041182247230844
1251,20,RL,93.0,11160,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968-01-01,1968-01-01,Hip,CompShg,BrkFace,BrkFace,None,0,4,3,CBlock,3,3,No,ALQ,1065,Unf,0,1045,2110,GasA,5,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,5,8,Typ,2,3,Attchd,1968-01-01,Fin,2,522,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2010-01-01,WD,Normal,244000,1.1318025051114413
1252,120,RL,69.0,3136,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003-01-01,2003-01-01,Gable,CompShg,VinylSd,Wd Shng,Stone,163,4,3,PConc,4,3,No,Unf,0,Unf,0,1405,1405,GasA,5,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2003-01-01,RFn,2,478,3,3,Y,148,36,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,171750,-0.2102867235278997
1253,20,RL,62.0,9858,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968-01-01,1968-01-01,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,No,BLQ,510,Unf,0,354,864,GasA,3,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1968-01-01,RFn,1,288,3,3,Y,33,0,0,0,0,0,0,GdWo,Shed,600,,2009-01-01,WD,Normal,130000,-1.221136908503063
1254,60,RL,69.0,17542,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974-01-01,2003-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,3,3,Gd,LwQ,125,ALQ,1031,36,1192,GasA,3,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,4,9,Typ,2,4,Attchd,1974-01-01,RFn,2,518,3,3,Y,220,47,0,0,0,0,0,MnPrv,None,0,,2007-01-01,WD,Normal,294000,1.2403118470014307
1255,60,RL,60.0,6931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,92,4,3,PConc,4,3,No,Unf,0,Unf,0,746,746,GasA,5,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,4,7,Typ,1,4,BuiltIn,2003-01-01,Fin,2,397,3,3,Y,178,128,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,165400,0.2675351153210005
1256,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,2,No,LwQ,425,Unf,0,459,884,GasA,3,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,3,6,Typ,1,4,Detchd,1978-01-01,Unf,1,560,3,3,Y,0,0,0,0,120,0,0,None,None,0,,2007-01-01,WD,Normal,127500,-0.28262628478789253
1257,20,RL,91.0,14303,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994-01-01,1994-01-01,Hip,CompShg,HdBoard,HdBoard,BrkFace,554,4,3,PConc,4,3,Gd,GLQ,1314,Unf,0,672,1986,GasA,5,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,4,7,Typ,1,3,Attchd,1994-01-01,Fin,2,691,3,3,Y,262,36,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,301500,0.897650767348833
1258,30,RL,56.0,4060,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,2,3,No,Unf,0,Unf,0,864,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,0,None,,None,0,0,0,0,Y,0,96,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,99900,-1.2401736351504296
1259,80,RL,59.0,9587,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005-01-01,2005-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,182,4,3,PConc,4,3,Gd,GLQ,655,Unf,0,201,856,GasA,5,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,4,5,Typ,0,0,Attchd,2005-01-01,Fin,2,400,3,3,Y,212,0,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,190000,-0.66526449039996
1260,20,RL,65.0,9750,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969-01-01,1969-01-01,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,4,3,No,ALQ,602,LwQ,438,14,1054,GasA,4,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,3,6,Typ,0,0,Attchd,1969-01-01,Unf,2,460,3,3,Y,180,0,0,0,80,0,0,None,None,0,,2008-01-01,WD,Normal,151000,-0.8784758288504653
1261,60,RL,69.0,24682,Pave,None,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999-01-01,1999-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,No,Unf,0,Unf,0,841,841,GasA,5,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1999-01-01,Fin,2,502,3,3,Y,0,103,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,181000,0.3037048959509969
