Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log
1109,60,RL,65.0,8063,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2000-01-01,2000-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,924,924,Ex,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000-01-01,RFn,2,463,TA,TA,Y,100,48,0,0,0,0,0,11,2007-01-01,WD,Abnorml,181000,12.106252310247962
1110,20,RL,107.0,11362,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2004-01-01,2005-01-01,Gable,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,Ex,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004-01-01,Fin,3,862,TA,TA,Y,125,185,0,0,0,0,0,3,2009-01-01,WD,Normal,280000,12.542544882151386
1111,60,RL,65.0,8000,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1995-01-01,1996-01-01,Gable,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219,Unf,0,554,773,Gd,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1995-01-01,Fin,2,431,TA,TA,Y,224,84,0,0,0,0,0,6,2008-01-01,WD,Normal,188000,12.144197241812087
1112,60,RL,80.0,10480,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,6,1976-01-01,1976-01-01,Hip,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403,Unf,0,400,803,TA,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976-01-01,RFn,2,483,TA,TA,Y,0,69,0,0,0,0,0,9,2008-01-01,WD,Normal,205000,12.230765258120545
1113,20,RL,73.0,7100,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1957-01-01,1957-01-01,Gable,WdShing,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,708,Unf,0,108,816,TA,Y,FuseA,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1957-01-01,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,0,7,2006-01-01,WD,Normal,129900,11.77452020265869
1114,20,RL,66.0,8923,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1953-01-01,2006-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,643,Unf,0,365,1008,Gd,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,Gd,6,Typ,0,Gd,Attchd,1953-01-01,Unf,1,240,TA,TA,Y,0,18,0,0,0,0,0,5,2007-01-01,WD,Normal,134500,11.809319478024031
1115,20,RL,90.0,5400,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,7,1954-01-01,2000-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415,Unf,0,418,833,Ex,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,Gd,4,Typ,0,Gd,Detchd,1955-01-01,Unf,1,326,TA,TA,Y,0,0,0,0,0,0,0,8,2006-01-01,WD,Normal,117000,11.669929213779893
1116,20,RL,93.0,12085,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2007-01-01,2007-01-01,Hip,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,GLQ,1004,Unf,0,730,1734,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2007-01-01,RFn,3,928,TA,TA,Y,0,0,0,0,0,0,0,11,2007-01-01,New,Partial,318000,12.669806661762314
1117,80,RL,65.0,7750,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,8,5,2002-01-01,2002-01-01,Hip,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353,Unf,0,55,408,Ex,Y,SBrkr,779,640,0,1419,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2002-01-01,Fin,2,527,TA,TA,Y,120,0,0,0,0,0,0,3,2009-01-01,WD,Normal,184100,12.123234367221169
1118,20,RL,57.0,9764,IR1,Lvl,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,5,7,1967-01-01,2003-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702,Unf,0,192,894,Ex,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,Gd,5,Typ,0,Gd,Attchd,1967-01-01,RFn,2,450,TA,TA,Y,0,0,0,0,0,0,0,5,2008-01-01,WD,Normal,130000,11.77528972943772
1119,80,RL,85.0,13825,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,1958-01-01,1987-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,TA,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,TA,6,Min2,0,Gd,BuiltIn,1958-01-01,RFn,1,300,TA,TA,Y,280,34,0,0,0,0,0,12,2008-01-01,WD,Normal,140000,11.84939770159144
1120,20,RL,70.0,7560,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1959-01-01,1959-01-01,Gable,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,369,Unf,0,671,1040,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1959-01-01,RFn,1,286,TA,TA,Y,140,0,252,0,0,0,0,7,2006-01-01,WD,Normal,133700,11.803353763090035
1121,30,RM,59.0,8263,Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,6,5,1920-01-01,1950-01-01,Gable,BrkFace,BrkFace,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1012,1012,TA,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,1920-01-01,Unf,1,308,TA,TA,Y,0,22,112,0,0,0,0,5,2007-01-01,WD,Normal,118400,11.681824001432043
1122,20,RL,84.0,10084,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005-01-01,2006-01-01,Gable,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1528,1552,Ex,Y,SBrkr,1552,0,0,1552,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2005-01-01,RFn,3,782,TA,TA,Y,144,20,0,0,0,0,0,7,2006-01-01,New,Partial,212900,12.26857785088157
1123,20,RL,65.5,8926,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,4,3,1956-01-01,1956-01-01,Gable,AsbShng,AsbShng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,Ex,Y,FuseA,960,0,0,960,0,0,1,0,3,1,TA,5,Typ,0,Gd,Basment,1956-01-01,Unf,1,288,TA,TA,Y,64,0,0,0,160,0,0,10,2009-01-01,COD,Abnorml,112000,11.626254150277232
1124,20,RL,50.0,9405,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,9,1947-01-01,2008-01-01,Hip,VinylSd,VinylSd,BrkFace,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,Ex,Y,SBrkr,698,0,0,698,0,1,1,0,2,1,TA,4,Typ,0,Gd,None,1801-01-01,None,0,0,None,None,Y,0,200,0,0,0,0,0,6,2009-01-01,WD,Normal,118000,11.678439903447801
1125,80,RL,65.0,9125,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,1992-01-01,1992-01-01,Gable,HdBoard,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Gd,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1992-01-01,Fin,2,392,TA,TA,Y,100,25,0,0,0,0,0,7,2007-01-01,WD,Normal,163900,12.00701176473192
1126,20,RL,60.0,10434,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1955-01-01,1955-01-01,Gable,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1005,1005,TA,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977-01-01,Unf,2,672,Fa,Fa,Y,0,0,0,0,0,0,0,11,2009-01-01,WD,Normal,115000,11.652687407345388
1127,120,RL,53.0,3684,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2007-01-01,2007-01-01,Hip,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1373,1373,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2007-01-01,Fin,3,660,TA,TA,Y,143,20,0,0,0,0,0,6,2009-01-01,WD,Normal,174000,12.066810578196666
1128,20,RL,182.0,14572,IR3,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2004-01-01,2004-01-01,Hip,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,Ex,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004-01-01,Fin,3,630,TA,TA,Y,144,36,0,0,0,0,0,11,2007-01-01,WD,Family,259000,12.464583340681674
1129,60,RL,59.0,11796,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2004-01-01,2005-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,847,847,Ex,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004-01-01,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,0,7,2007-01-01,WD,Normal,215000,12.2783933071098
1130,90,RM,60.0,7200,Reg,Lvl,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,5,5,1980-01-01,1980-01-01,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,0,936,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1980-01-01,Unf,2,672,TA,TA,Y,49,0,0,0,0,0,0,8,2007-01-01,WD,Normal,140000,11.84939770159144
1131,50,RL,65.0,7804,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,4,3,1928-01-01,1950-01-01,Gable,WdShing,Plywood,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,0,500,1122,TA,Y,SBrkr,1328,653,0,1981,1,0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981-01-01,Unf,2,576,TA,TA,Y,431,44,0,0,0,0,0,12,2009-01-01,WD,Normal,135000,11.813030057420567
1132,20,RL,63.0,10712,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,5,1991-01-01,1992-01-01,Gable,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212,Unf,0,762,974,TA,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,TA,5,Typ,0,Gd,None,1801-01-01,None,0,0,None,None,Y,0,28,0,0,0,0,0,9,2007-01-01,Oth,Abnorml,93500,11.44571671527678
1133,70,RM,90.0,9900,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,6,4,1880-01-01,1950-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1008,1008,TA,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,Fa,8,Typ,0,Gd,Detchd,1930-01-01,Unf,1,205,Fa,TA,N,0,48,0,0,0,0,0,5,2007-01-01,WD,Normal,117500,11.67419361256635
1134,60,RL,80.0,9828,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,8,5,1995-01-01,1995-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,0,544,1128,Ex,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995-01-01,RFn,2,466,TA,TA,Y,0,155,0,0,0,0,0,6,2009-01-01,WD,Normal,239500,12.386308695833106
1135,60,RL,57.0,8773,IR1,HLS,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1997-01-01,1997-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,916,916,Gd,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997-01-01,Fin,2,460,TA,TA,Y,100,38,0,0,0,0,0,8,2007-01-01,WD,Normal,169000,12.037653993905211
1136,30,RM,60.0,6180,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1Story,6,5,1926-01-01,1950-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,TA,N,SBrkr,986,0,0,986,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1926-01-01,Unf,1,180,TA,TA,Y,0,128,0,0,0,0,0,5,2007-01-01,WD,Normal,102000,11.532728092266408
1137,50,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,6,5,1950-01-01,1950-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,280,Unf,0,752,1032,TA,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1950-01-01,Unf,1,288,TA,TA,Y,0,0,96,0,0,0,0,4,2008-01-01,WD,Abnorml,119000,11.686878772093667
1138,50,RL,54.0,6342,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1.5Fin,5,8,1875-01-01,1996-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,Gd,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,TA,6,Typ,0,Gd,None,1801-01-01,None,0,0,None,None,N,0,0,176,0,0,0,0,5,2010-01-01,WD,Normal,94000,11.451050061252142
1139,20,RL,73.0,9819,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,1Story,6,5,1977-01-01,1977-01-01,Gable,Plywood,ImStucc,BrkFace,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,TA,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1977-01-01,RFn,2,714,TA,TA,Y,264,32,0,0,0,0,0,5,2009-01-01,WD,Normal,196000,12.185869938212655
1140,30,RL,98.0,8731,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,5,1920-01-01,1950-01-01,Gable,Stucco,Stucco,BrkFace,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645,Unf,0,270,915,TA,Y,SBrkr,1167,0,0,1167,0,0,1,0,3,1,TA,6,Maj1,1,Gd,Detchd,1972-01-01,Unf,2,495,TA,TA,Y,0,0,216,0,126,0,0,5,2007-01-01,WD,Normal,144000,11.877568578558138
1141,20,RL,60.0,7350,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1951-01-01,1951-01-01,Gable,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,952,TA,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1988-01-01,Unf,2,840,TA,TA,Y,0,0,0,0,0,0,0,6,2008-01-01,COD,Abnorml,139000,11.842229212112828
1142,60,RL,80.0,10304,IR1,Lvl,CulDSac,Gtl,NWAmes,PosN,1Fam,2Story,5,7,1976-01-01,1976-01-01,Gable,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,780,Ex,Y,SBrkr,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976-01-01,Unf,2,484,TA,TA,Y,448,96,0,0,0,0,0,10,2009-01-01,WD,Normal,197500,12.193493863323313
1143,60,RL,77.0,9965,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2006-01-01,2007-01-01,Hip,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,Ex,Y,SBrkr,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,2006-01-01,RFn,3,1052,TA,TA,Y,125,144,0,0,0,0,0,4,2007-01-01,New,Partial,424870,12.959538518762063
1144,20,RL,71.0,9000,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,3,1959-01-01,1959-01-01,Gable,Wd Sdng,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,1006,TA,Y,SBrkr,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,0,Gd,None,1801-01-01,None,0,0,None,None,Y,0,24,0,0,0,0,0,7,2008-01-01,WD,Normal,80000,11.289781913656018
1145,190,RL,60.0,12180,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,4,4,1941-01-01,1950-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,672,Fa,N,FuseA,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,Gd,Detchd,1941-01-01,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,0,7,2010-01-01,WD,Normal,80000,11.289781913656018
1146,50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,6,1928-01-01,1950-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1042,1042,Ex,Y,SBrkr,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1928-01-01,Unf,1,225,TA,TA,Y,0,0,0,0,0,0,0,8,2006-01-01,WD,Family,149000,11.911701584927597
1147,20,RL,66.5,11200,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,1985-01-01,1985-01-01,Gable,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,1298,TA,Y,SBrkr,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985-01-01,Unf,2,403,TA,TA,Y,165,26,0,0,0,0,0,5,2006-01-01,WD,Normal,180000,12.100712129872347
1148,70,RL,75.0,12000,Reg,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,7,1941-01-01,1950-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,704,Ex,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941-01-01,Unf,1,234,TA,TA,Y,0,0,0,0,0,0,0,7,2009-01-01,WD,Normal,174500,12.069680020624618
1149,50,RM,60.0,5700,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,7,7,1926-01-01,1950-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,TA,Y,SBrkr,572,539,0,1111,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982-01-01,Unf,1,288,TA,TA,Y,0,0,176,0,0,0,0,8,2008-01-01,WD,Normal,116900,11.66907414746016
1150,70,RM,50.0,9000,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2Story,7,9,1920-01-01,1988-01-01,Hip,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,Ex,Y,SBrkr,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,Gd,Detchd,1930-01-01,Unf,2,324,TA,TA,Y,0,0,0,0,0,0,0,7,2009-01-01,WD,Normal,143000,11.870599909242044
1151,20,RL,57.0,8280,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1950-01-01,1950-01-01,Gable,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,Ex,Y,FuseA,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950-01-01,Unf,1,306,TA,TA,Y,0,0,214,0,0,0,0,11,2007-01-01,WD,Normal,124000,11.728036844587175
1152,20,RL,134.0,17755,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,4,1959-01-01,1959-01-01,Gable,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,TA,Y,SBrkr,1466,0,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959-01-01,Fin,2,528,TA,TA,Y,0,140,0,0,100,0,0,11,2006-01-01,WD,Normal,149900,11.917723684090689
1153,20,RL,90.0,14115,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,6,7,1956-01-01,2004-01-01,Gable,Stone,Stone,BrkFace,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,Ex,Y,SBrkr,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956-01-01,Fin,2,470,TA,TA,Y,0,0,280,0,0,0,0,7,2006-01-01,WD,Abnorml,230000,12.345834587905333
1154,30,RM,60.0,5890,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,6,8,1930-01-01,2007-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,2002-01-01,Unf,1,432,TA,TA,Y,0,0,96,0,0,0,0,6,2008-01-01,WD,Normal,120500,11.699405031912846
1155,60,RL,73.0,13700,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,7,6,1965-01-01,1988-01-01,Gable,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,864,TA,Y,SBrkr,902,918,0,1820,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965-01-01,Unf,2,492,TA,TA,Y,60,84,0,0,273,0,0,5,2008-01-01,WD,Normal,201800,12.215032386901646
1156,20,RL,90.0,10768,IR1,Lvl,Corner,Gtl,Veenker,Norm,1Fam,1Story,5,8,1976-01-01,2004-01-01,Gable,Plywood,Plywood,BrkFace,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,TA,Y,SBrkr,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976-01-01,RFn,2,528,TA,TA,Y,0,21,0,0,180,0,0,7,2007-01-01,WD,Normal,218000,12.292250341771226
1157,80,RL,85.0,9350,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,8,1965-01-01,1999-01-01,Gable,BrkFace,BrkFace,BrkFace,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,Gd,Y,SBrkr,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965-01-01,RFn,2,502,TA,TA,Y,0,92,0,96,0,0,0,10,2008-01-01,WD,Normal,179900,12.100156419938624
1158,120,RL,34.0,5001,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,7,5,2007-01-01,2008-01-01,Gable,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008-01-01,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,0,7,2009-01-01,WD,Normal,230000,12.345834587905333
1159,20,RL,92.0,11932,Reg,Lvl,FR2,Gtl,Somerst,Feedr,1Fam,1Story,8,5,2007-01-01,2008-01-01,Gable,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,Ex,Y,SBrkr,1580,0,0,1580,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2008-01-01,RFn,3,830,TA,TA,Y,0,24,0,0,0,0,0,6,2008-01-01,ConLD,Partial,235128,12.367885325692589
1160,60,RL,76.0,9120,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,6,1974-01-01,1974-01-01,Hip,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,901,TA,Y,SBrkr,943,933,0,1876,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974-01-01,RFn,2,540,Gd,TA,Y,0,69,0,0,0,0,0,7,2008-01-01,WD,Normal,185000,12.128111104060462
1161,160,RL,24.0,2280,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,6,5,1978-01-01,1978-01-01,Gable,Plywood,Brk Cmn,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,855,Fa,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978-01-01,Unf,2,440,TA,TA,Y,26,0,0,0,0,0,0,7,2010-01-01,WD,Normal,146000,11.891361900690473
