Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log,MSSubClass_target_enc,MSZoning_target_enc,Neighborhood_target_enc,Condition1_target_enc,Condition2_target_enc,BldgType_target_enc,HouseStyle_target_enc,RoofStyle_target_enc,Exterior1st_target_enc,Exterior2nd_target_enc,Foundation_target_enc,SaleType_target_enc,SaleCondition_target_enc,Street_target_enc,LotConfig_target_enc,LandSlope_target_enc,Functional_target_enc,MasVnrType_target_enc,GarageType_target_enc,CentralAir_N,CentralAir_Y,PavedDrive_N,PavedDrive_P,PavedDrive_Y,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Utilities_AllPub,Utilities_NoSeWa,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall
1358,20,RL,73.0,12537,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1971-01-01,2008-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3,3,,734,,0,344,1078,5,1078,0,0,1078,1,0,1,1,3,1,3,6,Typ,1,2,Attchd,1971-01-01,Fin,2,500,3,3,0,0,0,0,0,0,0,4,2010-01-01,WD,Normal,149900,11.917723684090689,181191.80511917887,185758.4611984648,147021.18032159554,179333.25920551605,176587.7967580308,179610.0422730102,173714.85834474783,167806.2815054121,210095.86972105512,211269.90813424034,149050.0543191652,169431.7229251908,171222.55659600082,176152.44902358553,213584.60188941585,175363.73826391206,178533.24392839923,169322.47974861524,198054.58963262377,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1359,160,FV,73.5,2117,Pave,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000-01-01,2000-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,,378,,0,378,756,5,769,804,0,1573,0,0,2,1,3,1,4,5,Typ,0,4,Detchd,2000-01-01,Unf,2,440,3,3,0,32,0,0,0,0,0,6,2010-01-01,WD,Normal,177500,12.086725887897607,139251.39543538197,209964.2137003106,221201.7034756054,179333.25920551605,176587.7967580308,140824.9134954193,199845.74518258244,167806.2815054121,151534.94913879986,151822.40732140312,218004.40229801767,169431.7229251908,171222.55659600082,176152.44902358553,172933.09738792837,175363.73826391206,178533.24392839923,169322.47974861524,132483.46274086222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1360,20,RL,129.0,16737,Pave,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004-01-01,2005-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,4,3,PConc,5,3,,1447,,0,533,1980,5,1980,0,0,1980,1,0,2,0,3,1,5,8,Typ,1,4,Attchd,2004-01-01,Fin,3,770,3,3,194,45,0,0,0,0,0,9,2006-01-01,WD,Normal,315000,12.66032791780777,183220.12629763645,188117.14266198743,298395.18612607697,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,210036.3576626952,211366.1628024151,211467.11995113018,220233.78524049473,170439.80277871882,172961.08799554026,178304.61558859114,175887.06747709657,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1362,20,RL,124.0,16158,Pave,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005-01-01,2005-01-01,Hip,CompShg,VinylSd,VinylSd,Stone,16.0,4,3,PConc,5,3,,1274,,0,256,1530,5,1530,0,0,1530,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,2005-01-01,Fin,2,430,3,3,168,36,0,0,0,0,0,6,2009-01-01,WD,Normal,260000,12.468436909997665,183483.42335687473,187587.31645068835,266115.4790825806,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,209605.01257335037,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,191216.30072394133,179913.82264883327,258238.6398059305,199231.7335432684,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1363,50,RL,73.0,12513,Pave,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,4,BrkTil,3,2,,0,,0,715,715,4,1281,457,0,1738,0,0,2,0,4,1,3,7,Typ,1,4,Attchd,1920-01-01,Unf,1,368,3,3,55,0,0,0,0,0,0,6,2009-01-01,WD,Normal,104900,11.560762794384388,143130.0908604894,187497.16578693656,144825.90905976115,144681.31217125757,178286.82894767178,182422.8985545343,141807.12431853416,168960.11396163498,215087.49394043538,215639.7293194377,129001.85433466171,168800.81863802517,170744.766171846,177930.18077380542,181597.20738732113,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1364,60,RL,73.0,8499,Pave,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,,0,,0,616,616,5,616,796,0,1412,0,0,2,1,3,1,4,6,Typ,1,4,BuiltIn,2007-01-01,Fin,2,432,3,3,0,36,0,0,0,0,0,3,2007-01-01,New,Partial,156932,11.963567869487337,235462.46639557104,187497.16578693656,192875.82895248913,181854.0157285595,178286.82894767178,182422.8985545343,206298.35982034856,168960.11396163498,215087.49394043538,215639.7293194377,221947.83308264182,272779.53403669974,272420.94799825497,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,247511.9491149525,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1365,160,FV,30.0,3180,Pave,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005-01-01,2005-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,,0,,0,600,600,5,520,600,80,1200,0,0,2,1,2,1,4,4,Typ,0,4,Detchd,2005-01-01,RFn,2,480,3,3,0,166,0,0,0,0,0,4,2006-01-01,WD,Abnorml,144152,11.87862357740665,139251.39543538197,209964.2137003106,221201.7034756054,179333.25920551605,176587.7967580308,183564.46238931277,199845.74518258244,167806.2815054121,151534.94913879986,151822.40732140312,218004.40229801767,169431.7229251908,143907.03933129748,176152.44902358553,172933.09738792837,175363.73826391206,178533.24392839923,169322.47974861524,132483.46274086222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1366,60,FV,73.5,7500,Pave,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000-01-01,2000-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,,533,,0,281,814,5,814,860,0,1674,1,0,2,1,3,1,4,7,Typ,0,4,Attchd,2000-01-01,RFn,2,663,3,3,0,96,0,0,0,0,0,1,2010-01-01,WD,Normal,216000,12.283033686666302,235462.46639557104,211173.15526939585,223318.84301118867,181854.0157285595,178286.82894767178,182422.8985545343,206298.35982034856,168960.11396163498,215087.49394043538,215639.7293194377,221947.83308264182,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1367,60,RL,68.0,9179,Pave,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999-01-01,1999-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,4,3,PConc,4,3,,633,,0,240,873,5,882,908,0,1790,1,0,2,1,3,1,4,7,Typ,0,4,Attchd,1999-01-01,RFn,2,588,3,3,0,88,0,0,0,0,0,6,2008-01-01,WD,Abnorml,193000,12.170445467887022,235462.46639557104,187497.16578693656,192647.25239517994,181854.0157285595,178286.82894767178,182422.8985545343,206298.35982034856,168960.11396163498,215087.49394043538,215639.7293194377,221947.83308264182,168800.81863802517,146460.9943187256,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1368,160,RM,41.0,2665,Pave,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977-01-01,1977-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,3,3,PConc,3,3,,548,,173,36,757,5,925,550,0,1475,0,0,2,0,4,1,3,6,Typ,1,3,Attchd,1977-01-01,RFn,1,336,3,3,104,26,0,0,0,0,0,7,2006-01-01,WD,Normal,127000,11.751942365440728,142661.48254212315,123643.23165609583,115366.47443426514,181854.0157285595,178286.82894767178,182091.12666481588,206298.35982034856,168960.11396163498,222271.7271663542,223315.41422724564,221947.83308264182,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1369,120,RM,70.0,4435,Pave,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,,685,,0,163,848,5,848,0,0,848,1,0,1,0,1,1,4,4,Typ,0,4,Attchd,2003-01-01,Fin,2,420,3,3,140,0,0,0,0,0,0,6,2009-01-01,WD,Normal,144000,11.877568578558138,193034.39638634407,120428.3326246747,198674.86569089824,180900.2161334178,177743.40189196885,177408.4615535197,173908.22081527795,170119.89785772323,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1370,20,RL,48.0,10635,Pave,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003-01-01,2003-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4,3,,370,,972,315,1657,5,1668,0,0,1668,1,0,2,0,3,1,4,8,Typ,1,3,Attchd,2003-01-01,Fin,2,502,3,3,0,262,0,0,0,0,0,5,2010-01-01,WD,Normal,232000,12.354492650648448,183483.42335687473,187587.31645068835,198674.86569089824,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,209605.01257335037,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,179942.67210044138,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1371,50,RL,90.0,5400,Pave,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920-01-01,1950-01-01,Gable,CompShg,CBlock,CBlock,BrkFace,0.0,2,3,PConc,3,3,,315,,105,420,840,5,840,534,0,1374,0,0,1,0,2,1,3,6,Typ,0,4,Detchd,1967-01-01,Fin,1,338,3,3,0,0,198,0,0,0,0,10,2009-01-01,WD,Normal,105000,11.56171562913966,143514.61725658685,187587.31645068835,120641.53847626927,131970.6473126042,177743.40189196885,182050.89910022676,142207.84914586644,170119.89785772323,177639.30796335448,177639.30796335448,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,171701.92048220665,176558.21861350903,179913.82264883327,169331.49421902694,132928.52869783103,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1372,80,RL,80.0,9600,Pave,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955-01-01,1996-01-01,Hip,CompShg,AsbShng,AsbShng,BrkFace,0.0,3,3,CBlock,3,3,,831,,0,161,992,4,1661,0,0,1661,1,0,1,0,3,1,4,8,Typ,1,3,BuiltIn,1955-01-01,RFn,1,377,3,3,0,28,0,0,178,0,0,10,2008-01-01,WD,Normal,165500,12.016726473799254,171058.63962623652,188357.71550418506,145089.99745755122,182263.7779857168,179405.30470883314,183417.4467719586,167674.86130847168,211941.57900818367,119600.31415903219,120822.06694855532,148643.92967309544,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,252134.6390741042,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1373,60,RL,75.0,9750,Pave,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998-01-01,1998-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,,975,,0,133,1108,5,1108,989,0,2097,1,0,2,1,3,1,4,8,Typ,1,3,Detchd,1998-01-01,RFn,2,583,3,3,253,170,0,0,0,0,0,6,2006-01-01,WD,Normal,274300,12.521977676925694,231431.22890614078,188117.14266198743,199396.8118447444,182390.85289187043,178583.60913411377,182294.9984742077,203721.46980665775,170831.95883496347,211366.1628024151,211467.11995113018,220233.78524049473,170439.80277871882,172961.08799554026,178304.61558859114,178094.36975756896,177562.818510861,180395.79248117236,169635.87309320696,131681.9093723326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1374,20,RL,91.0,11400,Pave,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001-01-01,2002-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,5,3,PConc,5,3,,1282,,0,1351,2633,5,2633,0,0,2633,1,0,2,1,2,1,5,8,Typ,2,4,Attchd,2001-01-01,RFn,3,804,3,3,314,140,0,0,0,0,0,3,2007-01-01,WD,Normal,466500,13.053013299269535,183483.42335687473,187587.31645068835,281898.0769641446,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,209605.01257335037,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1375,60,FV,85.0,10625,Pave,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005-01-01,2005-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,4,3,PConc,4,3,,0,,0,1026,1026,5,1026,932,0,1958,0,0,2,1,3,1,4,9,Typ,1,4,Attchd,2005-01-01,Fin,3,936,3,3,154,210,0,0,0,0,0,7,2008-01-01,WD,Normal,250000,12.429216196844383,231856.49381278295,210711.1147336276,221796.84719755696,180900.2161334178,177743.40189196885,182050.89910022676,203277.04698811582,170119.89785772323,220188.76611870964,224484.6844860566,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1376,20,RL,89.0,10991,Pave,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4,3,,0,,0,1571,1571,5,1571,0,0,1571,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,2007-01-01,Fin,3,722,3,3,100,36,0,0,0,0,0,12,2007-01-01,New,Partial,239000,12.384218830913648,183220.12629763645,188117.14266198743,235769.9868519078,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,170831.95883496347,211366.1628024151,211467.11995113018,220233.78524049473,265232.1853981677,262294.6266001628,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1377,30,RL,52.0,6292,Pave,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,1930-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,BrkTil,4,3,,384,,0,384,768,3,790,0,0,790,0,0,1,0,2,1,3,4,Typ,0,4,Detchd,1925-01-01,Unf,1,160,2,3,0,141,0,0,0,0,0,4,2008-01-01,WD,Normal,91000,11.418614785498987,100978.02701432935,188117.14266198743,149477.4147746423,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,170831.95883496347,141234.632025789,143512.06765827496,127749.94283023692,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,131681.9093723326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1378,50,RL,60.0,10998,Pave,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941-01-01,1960-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,,408,,420,156,984,5,984,620,0,1604,0,0,2,0,3,1,3,6,Min2,0,4,Detchd,1977-01-01,Unf,2,660,3,3,0,68,0,0,0,0,0,7,2009-01-01,WD,Normal,117000,11.669929213779893,144219.44051125445,188117.14266198743,132023.63868179964,182390.85289187043,178583.60913411377,182294.9984742077,143484.34585216886,170831.95883496347,141234.632025789,143512.06765827496,147693.47573999345,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,150818.2255109232,169635.87309320696,131681.9093723326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1379,160,RM,21.0,1953,Pave,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973-01-01,1973-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,3,3,CBlock,3,2,,309,,0,174,483,3,483,504,0,987,0,0,1,1,2,1,3,5,Typ,0,4,Detchd,1973-01-01,Unf,1,264,3,3,72,0,0,0,0,0,0,6,2006-01-01,WD,Normal,83000,11.326595886778735,146373.92791284944,126569.88061237283,134015.11844744405,182263.7779857168,179405.30470883314,145291.5705504659,208676.52511710813,171099.37434907316,160126.80308466725,162907.61067372252,148643.92967309544,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,134839.8474490496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1380,80,RL,73.0,9735,Pave,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,,0,,0,384,384,4,754,640,0,1394,0,0,2,1,3,1,4,7,Typ,0,4,BuiltIn,2007-01-01,Fin,2,400,3,3,100,0,0,0,0,0,0,5,2008-01-01,WD,Normal,167500,12.028738630247258,168988.55960425045,185758.4611984648,234765.8345399022,179333.25920551605,176587.7967580308,179610.0422730102,166453.86678244238,167806.2815054121,210095.86972105512,211269.90813424034,218004.40229801767,169431.7229251908,171222.55659600082,176152.44902358553,172933.09738792837,175363.73826391206,178533.24392839923,169322.47974861524,235121.70061256574,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1381,30,RL,45.0,8212,Pave,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914-01-01,1950-01-01,Gable,CompShg,Stucco,Stucco,BrkFace,0.0,3,2,BrkTil,3,2,,203,,0,661,864,3,864,0,0,864,1,0,1,0,2,1,3,5,Typ,0,4,Detchd,1938-01-01,Unf,1,200,3,2,0,0,96,0,0,0,0,6,2010-01-01,WD,Normal,58500,10.976782033219948,100978.02701432935,188117.14266198743,132023.63868179964,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,170831.95883496347,176032.45825290316,170397.10582569885,127749.94283023692,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,131681.9093723326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1382,20,RL,73.0,12925,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970-01-01,1970-01-01,Gable,CompShg,BrkFace,Plywood,BrkFace,0.0,3,3,CBlock,3,3,,865,,0,340,1205,5,2117,0,0,2117,0,0,2,1,4,1,3,7,Typ,2,4,Attchd,1970-01-01,Fin,2,550,3,3,0,42,0,0,0,0,0,5,2008-01-01,WD,Normal,237500,12.377922902456833,182388.8759624519,188357.71550418506,145089.99745755122,182263.7779857168,179405.30470883314,183417.4467719586,175003.29920658065,171099.37434907316,189805.4594393548,166362.94180015108,148643.92967309544,170721.19331306903,172746.2781777243,179330.3939611063,175996.14066579417,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1383,70,RM,60.0,7200,Pave,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1920-01-01,1950-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,BrkTil,2,3,,0,,0,596,596,5,998,764,0,1762,1,0,1,1,4,1,4,8,Typ,0,4,Detchd,1989-01-01,Unf,2,576,3,3,36,0,221,0,0,0,0,10,2006-01-01,WD,Normal,157000,11.964001084330445,168951.86815952597,123643.23165609583,121639.14413582497,181854.0157285595,178286.82894767178,182422.8985545343,206298.35982034856,211599.54346241028,144844.02171666728,146788.2263682597,129001.85433466171,168800.81863802517,170744.766171846,177930.18077380542,179588.35526481533,177502.68903864766,180645.18653429346,169442.10236645662,133844.6523712076,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
